season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,1,1,1,,,59.0,SCHULTINGSuzanne,8493,NED,"
						44.719 
					",QA,4,9.31,1.0,1.0,-0.0
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,1,1,1,,,59.0,SCHULTINGSuzanne,8493,NED,"
						44.719 
					",QA,5,9.46,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,2,11.98,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,3,11.49,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,4,11.51,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,5,11.49,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,6,10.61,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,7,9.78,4.0,1.0,3.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,8,9.58,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,9,9.8,1.0,3.0,-2.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,10,9.52,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,11,9.27,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,12,9.02,3.0,2.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,13,8.9,2.0,1.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,m,Heats,2,1,2,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.586 
					",Q,14,9.26,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,1,15.71,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,2,12.51,2.0,3.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,3,10.58,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,4,9.67,3.0,2.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,5,9.59,2.0,1.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,6,9.52,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,7,9.6,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,8,9.53,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Heats,4,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:36.365 
					",Q,9,9.69,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,1,13.85,3.0,2.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,2,10.89,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,3,10.95,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,4,10.82,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,5,9.97,2.0,1.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,6,9.43,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,7,9.32,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,8,9.39,1.0,2.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:33.986 
					",Q,9,9.39,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Preliminaries,6,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.928 
					",Q,2,9.59,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Preliminaries,6,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.928 
					",Q,3,9.21,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Preliminaries,6,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.928 
					",Q,4,9.29,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Preliminaries,6,1,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.928 
					",Q,5,9.51,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Heats,6,2,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.403 
					",Q,2,9.33,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Heats,6,2,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.403 
					",Q,3,8.98,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Heats,6,2,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.403 
					",Q,4,9.11,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Heats,6,2,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.403 
					",Q,5,9.46,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.838 
					",Q,2,9.51,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.838 
					",Q,3,9.18,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.838 
					",Q,4,9.35,1.0,2.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Quarterfinals,1,2,3,,,81.0,SCHULTINGSuzanne,8493,NED,"
						44.838 
					",Q,5,9.42,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,2,4,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						43.978 
					",QB,2,9.45,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,2,4,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						43.978 
					",QB,3,8.76,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,2,4,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						43.978 
					",QB,4,8.9,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,-1,w,Semifinals,2,4,4,,,81.0,SCHULTINGSuzanne,8493,NED,"
						43.978 
					",QB,5,9.42,3.0,4.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,1,14.57,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,2,11.26,2.0,1.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,3,10.95,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,4,10.27,1.0,2.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,5,9.76,2.0,3.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,6,9.49,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,7,9.56,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,8,9.37,3.0,2.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1000m,-1,w,Semifinals,1,3,2,,,81.0,SCHULTINGSuzanne,8493,NED,"
						1:45.002 
					",ADA,9,19.82,2.0,3.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,2,13.23,1.0,2.0,-1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,3,11.12,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,4,10.84,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,5,10.99,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,6,10.7,2.0,1.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,7,10.95,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,8,10.43,1.0,3.0,-2.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,9,9.62,3.0,3.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,10,9.7,3.0,2.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,11,9.99,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,12,10.01,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,13,10.08,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Heats,2,2,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:26.862 
					",Q,14,10.14,2.0,2.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,2,16.74,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,3,15.33,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,4,14.29,1.0,1.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,5,11.49,1.0,3.0,-2.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,6,24.5,3.0,6.0,-3.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,7,12.63,6.0,6.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,8,9.62,6.0,6.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,9,9.47,6.0,5.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,10,9.71,5.0,5.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,11,9.73,5.0,5.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,12,9.61,5.0,4.0,1.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,13,9.74,4.0,4.0,-0.0
2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,-1,w,Semifinals,2,3,1,,,81.0,SCHULTINGSuzanne,8493,NED,"
						2:54.607 
					",QB,14,10.47,4.0,4.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,2,11.99,5.0,5.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,3,11.11,5.0,6.0,-1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,4,10.6,6.0,6.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,5,10.31,6.0,6.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,6,10.1,6.0,6.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,7,10.1,6.0,7.0,-1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,8,9.18,7.0,5.0,2.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,9,9.07,5.0,3.0,2.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,10,9.42,3.0,1.0,2.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,11,8.88,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,12,8.97,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,13,9.12,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Heats,5,1,6,,,62.0,KNEGTSjinkie,7352,NED,"
						2:17.731 
					",Q,14,9.49,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,2,13.41,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,3,12.44,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,4,11.67,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,5,11.01,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,6,10.82,1.0,2.0,-1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,7,10.5,2.0,2.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,8,9.86,2.0,2.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,9,9.29,2.0,2.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,10,9.08,2.0,2.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,11,8.76,2.0,2.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,12,8.78,2.0,1.0,1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,13,8.5,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,m,Semifinals,3,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						2:22.731 
					",QA,14,8.85,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,2,13.9,2.0,3.0,-1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,3,11.33,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,4,10.97,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,5,11.52,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,6,11.07,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,7,10.49,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,8,10.41,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,9,10.48,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,10,10.15,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,11,9.28,3.0,1.0,2.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,12,9.36,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,13,9.46,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,-1,w,Semifinals,1,1,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:28.059 
					",QA,14,9.61,1.0,1.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,1,14.42,5.0,3.0,2.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,2,11.03,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,3,10.73,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,4,10.39,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,5,9.68,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,6,9.62,3.0,3.0,-0.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,7,9.32,3.0,2.0,1.0
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,8,9.13,2.0,1.0,1.0
